"Year","Geography","Age group","Sex","Economic family type","GeoCode","Value"
2021,"Vancouver, British Columbia","Under 18 years","Both sexes","Persons in couple families with children",,5.6
2021,"Vancouver, British Columbia","18 to 64 years","Both sexes","Persons in economic families",,5.4
2021,"Vancouver, British Columbia","Total","Both sexes","Persons not in an economic family",,24.6
2021,"Vancouver, British Columbia","65 years and over","Both sexes","Seniors not in an economic family",,17.8
2021,"Vancouver, British Columbia","","Both sexes","Non-seniors not in an economic family",,27
2022,"Vancouver, British Columbia","Total","Both sexes","Total",,12.7
2022,"Vancouver, British Columbia","Under 18 years","Both sexes","Total",,11.8
2022,"Vancouver, British Columbia","18 to 64 years","Both sexes","Total",,13.4
2022,"Vancouver, British Columbia","65 years and over","Both sexes","Total",,10.7
2022,"Vancouver, British Columbia","Total","Both sexes","Persons in economic families",,8.6
2022,"Vancouver, British Columbia","65 years and over","Both sexes","Seniors in economic families",,6.5
2022,"Vancouver, British Columbia","Under 18 years","Both sexes","Persons in economic families",,11.5
2022,"Vancouver, British Columbia","Under 18 years","Both sexes","Persons in couple families with children",,10
2022,"Vancouver, British Columbia","Under 18 years","Both sexes","Persons in all other economic families",,11.6
2022,"Vancouver, British Columbia","18 to 64 years","Both sexes","Persons in economic families",,8.2
2022,"Vancouver, British Columbia","Total","Both sexes","Persons not in an economic family",,30
2022,"Vancouver, British Columbia","65 years and over","Both sexes","Seniors not in an economic family",,21.9
2022,"Vancouver, British Columbia","","Both sexes","Non-seniors not in an economic family",,32.7
2023,"Vancouver, British Columbia","Total","Both sexes","Total",,12.7
2023,"Vancouver, British Columbia","Under 18 years","Both sexes","Total",,12.8
2023,"Vancouver, British Columbia","18 to 64 years","Both sexes","Total",,13.6
2023,"Vancouver, British Columbia","65 years and over","Both sexes","Total",,9.3
2023,"Vancouver, British Columbia","Total","Both sexes","Persons in economic families",,8.9
2023,"Vancouver, British Columbia","65 years and over","Both sexes","Seniors in economic families",,5.8
2023,"Vancouver, British Columbia","Under 18 years","Both sexes","Persons in economic families",,12.5
2023,"Vancouver, British Columbia","Under 18 years","Both sexes","Persons in couple families with children",,10.5
2023,"Vancouver, British Columbia","18 to 64 years","Both sexes","Persons in economic families",,8.4
2023,"Vancouver, British Columbia","Total","Both sexes","Persons not in an economic family",,28.8
2023,"Vancouver, British Columbia","65 years and over","Both sexes","Seniors not in an economic family",,18.4
2023,"Vancouver, British Columbia","","Both sexes","Non-seniors not in an economic family",,32.2
2015,"Winnipeg, Manitoba","Total","Both sexes","Total",,15.7
2015,"Winnipeg, Manitoba","Under 18 years","Both sexes","Total",,21
2015,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Total",,16.1
2015,"Winnipeg, Manitoba","65 years and over","Both sexes","Total",,5.8
2015,"Winnipeg, Manitoba","Total","Both sexes","Persons in economic families",,13
2015,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in economic families",,20.8
2015,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in couple families with children",,14.5
2015,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in all other economic families",,39.6
2015,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Persons in economic families",,12.1
2015,"Winnipeg, Manitoba","Total","Both sexes","Persons not in an economic family",,30.6
2015,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors not in an economic family",,17.4
2015,"Winnipeg, Manitoba","","Both sexes","Non-seniors not in an economic family",,34.9
2016,"Winnipeg, Manitoba","Total","Both sexes","Total",,13.6
2016,"Winnipeg, Manitoba","Under 18 years","Both sexes","Total",,17.6
2016,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Total",,14.1
2016,"Winnipeg, Manitoba","65 years and over","Both sexes","Total",,5.1
2016,"Winnipeg, Manitoba","Total","Both sexes","Persons in economic families",,10.9
2016,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in economic families",,17.6
2016,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in couple families with children",,13.5
2016,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Persons in economic families",,9.8
2016,"Winnipeg, Manitoba","Total","Both sexes","Persons not in an economic family",,29.2
2016,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors not in an economic family",,11.2
2016,"Winnipeg, Manitoba","","Both sexes","Non-seniors not in an economic family",,36.4
2017,"Winnipeg, Manitoba","Total","Both sexes","Total",,12.6
2017,"Winnipeg, Manitoba","Under 18 years","Both sexes","Total",,14
2017,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Total",,13.5
2017,"Winnipeg, Manitoba","65 years and over","Both sexes","Total",,6.4
2017,"Winnipeg, Manitoba","Total","Both sexes","Persons in economic families",,8.9
2017,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors in economic families",,3.8
2017,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in economic families",,14
2017,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in couple families with children",,10.8
2017,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Persons in economic families",,8
2017,"Winnipeg, Manitoba","Total","Both sexes","Persons not in an economic family",,31.2
2017,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors not in an economic family",,12.3
2017,"Winnipeg, Manitoba","","Both sexes","Non-seniors not in an economic family",,38.2
2018,"Winnipeg, Manitoba","Total","Both sexes","Total",,12.5
2018,"Winnipeg, Manitoba","Under 18 years","Both sexes","Total",,14.6
2018,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Total",,13.3
2018,"Winnipeg, Manitoba","65 years and over","Both sexes","Total",,6.4
2018,"Winnipeg, Manitoba","Total","Both sexes","Persons in economic families",,9
2018,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors in economic families",,3.2
2018,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in economic families",,14.3
2018,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in couple families with children",,9.9
2018,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in all other economic families",,27.6
2018,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Persons in economic families",,8.2
2018,"Winnipeg, Manitoba","Total","Both sexes","Persons not in an economic family",,30
2018,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors not in an economic family",,14.3
2018,"Winnipeg, Manitoba","","Both sexes","Non-seniors not in an economic family",,35.7
2019,"Winnipeg, Manitoba","Total","Both sexes","Total",,12.2
2019,"Winnipeg, Manitoba","Under 18 years","Both sexes","Total",,13.4
2019,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Total",,13.1
2019,"Winnipeg, Manitoba","65 years and over","Both sexes","Total",,7
2019,"Winnipeg, Manitoba","Total","Both sexes","Persons in economic families",,8.2
2019,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in economic families",,13.4
2019,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in couple families with children",,11.1
2019,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Persons in economic families",,7.3
2019,"Winnipeg, Manitoba","Total","Both sexes","Persons not in an economic family",,33.7
2019,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors not in an economic family",,16.7
2019,"Winnipeg, Manitoba","","Both sexes","Non-seniors not in an economic family",,40.2
2020,"Winnipeg, Manitoba","Total","Both sexes","Total",,6.9
2020,"Winnipeg, Manitoba","Under 18 years","Both sexes","Total",,5.3
2020,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Total",,8.5
2020,"Winnipeg, Manitoba","65 years and over","Both sexes","Total",,2.5
2020,"Winnipeg, Manitoba","Total","Both sexes","Persons in economic families",,4.1
2020,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in economic families",,5.1
2020,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in couple families with children",,3.7
2020,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Persons in economic families",,4.5
2020,"Winnipeg, Manitoba","Total","Both sexes","Persons not in an economic family",,20.9
2020,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors not in an economic family",,5.9
2020,"Winnipeg, Manitoba","","Both sexes","Non-seniors not in an economic family",,27.2
2021,"Winnipeg, Manitoba","Total","Both sexes","Total",,9.3
2021,"Winnipeg, Manitoba","Under 18 years","Both sexes","Total",,10.2
2021,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Total",,9.7
2021,"Winnipeg, Manitoba","65 years and over","Both sexes","Total",,6.5
2021,"Winnipeg, Manitoba","Total","Both sexes","Persons in economic families",,6.1
2021,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in economic families",,10.2
2021,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in couple families with children",,6.6
2021,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in all other economic families",,30.9
2021,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Persons in economic families",,5.5
2021,"Winnipeg, Manitoba","Total","Both sexes","Persons not in an economic family",,25.6
2021,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors not in an economic family",,17.1
2021,"Winnipeg, Manitoba","","Both sexes","Non-seniors not in an economic family",,29.5
2022,"Winnipeg, Manitoba","Total","Both sexes","Total",,11.4
2022,"Winnipeg, Manitoba","Under 18 years","Both sexes","Total",,12.5
2022,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Total",,12
2022,"Winnipeg, Manitoba","65 years and over","Both sexes","Total",,7.5
2022,"Winnipeg, Manitoba","Total","Both sexes","Persons in economic families",,8.3
2022,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors in economic families",,4
2022,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in economic families",,12.4
2022,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in couple families with children",,8.3
2022,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in all other economic families",,17.6
2022,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Persons in economic families",,7.8
2022,"Winnipeg, Manitoba","Total","Both sexes","Persons not in an economic family",,26.4
2022,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors not in an economic family",,15.5
2022,"Winnipeg, Manitoba","","Both sexes","Non-seniors not in an economic family",,31
2023,"Winnipeg, Manitoba","Total","Both sexes","Total",,9.8
2023,"Winnipeg, Manitoba","Under 18 years","Both sexes","Total",,10.2
2023,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Total",,11
2023,"Winnipeg, Manitoba","65 years and over","Both sexes","Total",,5
2023,"Winnipeg, Manitoba","Total","Both sexes","Persons in economic families",,6.9
2023,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors in economic families",,2.9
2023,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in economic families",,10.2
2023,"Winnipeg, Manitoba","Under 18 years","Both sexes","Persons in couple families with children",,6.8
2023,"Winnipeg, Manitoba","18 to 64 years","Both sexes","Persons in economic families",,6.5
2023,"Winnipeg, Manitoba","Total","Both sexes","Persons not in an economic family",,24.7
2023,"Winnipeg, Manitoba","65 years and over","Both sexes","Seniors not in an economic family",,10.2
2023,"Winnipeg, Manitoba","","Both sexes","Non-seniors not in an economic family",,31.4
2018,"Yukon","Total","Both sexes","Total",60,10.9
2018,"Yukon","18 to 64 years","Both sexes","Total",60,9.5
2018,"Yukon","65 years and over","Both sexes","Total",60,19.7
2018,"Yukon","Total","Both sexes","Persons in economic families",60,8.6
2018,"Yukon","18 to 64 years","Both sexes","Persons in economic families",60,8
2018,"Yukon","Total","Both sexes","Persons not in an economic family",60,19.4
2018,"Yukon","65 years and over","Both sexes","Seniors not in an economic family",60,35.5
2018,"Yukon","","Both sexes","Non-seniors not in an economic family",60,14.2
2019,"Yukon","Total","Both sexes","Total",60,8.3
2019,"Yukon","18 to 64 years","Both sexes","Total",60,8.7
2019,"Yukon","65 years and over","Both sexes","Total",60,9.2
2019,"Yukon","Total","Both sexes","Persons not in an economic family",60,20
2019,"Yukon","65 years and over","Both sexes","Seniors not in an economic family",60,23
2019,"Yukon","","Both sexes","Non-seniors not in an economic family",60,19.4
2020,"Yukon","Total","Both sexes","Total",60,8.4
2020,"Yukon","18 to 64 years","Both sexes","Total",60,9.7
2020,"Yukon","Total","Both sexes","Persons in economic families",60,4.1
2020,"Yukon","18 to 64 years","Both sexes","Persons in economic families",60,4.5
2020,"Yukon","Total","Both sexes","Persons not in an economic family",60,22.5
2020,"Yukon","","Both sexes","Non-seniors not in an economic family",60,23.8
